Suspicious,Timestamp,Transport_Protocol,Network_Protocol,TTL,SrcAddr,DestAddr,SrcPort,DestPort,SeqNum,AckNum
NO,1604583564.957052,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617383,3046171449
NO,1604583564.9630523,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617383,3046171449
NO,1604583564.9690526,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53419,3046171449,1351617971
NO,1604583564.9740522,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53419,3046171449,1351617971
NO,1604583564.980053,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53419,3046171706,1351617971
NO,1604583564.9860523,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617971,3046172048
NO,1604583564.9920516,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617971,3046172048
NO,1604583564.9980526,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617971,3046172048
NO,1604583565.0030518,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617971,3046172048
NO,1604583565.008052,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594072,0
NO,1604583565.0140522,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594072,0
NO,1604583565.019052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53419,3046172048,1351617972
NO,1604583565.024052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53420,3122474980,1850594073
NO,1604583565.030052,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594073,3122474981
NO,1604583565.035052,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594073,3122474981
NO,1604583565.0410538,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594073,3122474981
NO,1604583565.0460517,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594073,3122474981
NO,1604583565.0510519,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.0520535,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.0520535,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.0530536,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.0530536,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53420,3122474981,1850594640
YES,1604583565.0590527,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256832042,402328098
YES,1604583565.0640986,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256832042,402328098
NO,1604583565.0701075,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53420,3122474981,1850594640
NO,1604583565.0751083,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53420,3122475238,1850594640
NO,1604583565.0801067,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594640,3122475652
NO,1604583565.0851083,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594640,3122475652
NO,1604583565.0910826,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594640,3122475652
NO,1604583565.0951087,TCP,IP,128,192.168.100.85,192.168.100.1,53420,49652,1850594640,3122475652
NO,1604583565.1011083,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367242862,0
NO,1604583565.1060886,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367242862,0
NO,1604583565.1110895,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53420,3122475652,1850594641
NO,1604583565.1170678,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53421,1096530221,3367242863
NO,1604583565.1230907,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367242863,1096530222
NO,1604583565.1300797,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367242863,1096530222
NO,1604583565.1380541,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367242863,1096530222
NO,1604583565.1430523,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367242863,1096530222
NO,1604583565.1480522,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53421,1096530222,3367243451
NO,1604583565.1540887,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53421,1096530222,3367243451
NO,1604583565.159054,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53421,1096530479,3367243451
NO,1604583565.1640952,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367243451,1096530821
NO,1604583565.1700904,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367243451,1096530821
NO,1604583565.1750903,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367243451,1096530821
NO,1604583565.1800554,TCP,IP,128,192.168.100.85,192.168.100.1,53421,49652,3367243451,1096530821
NO,1604583565.1870928,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652861864,0
NO,1604583565.1910915,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652861864,0
NO,1604583565.1970906,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53421,1096530821,3367243452
NO,1604583565.2030916,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53422,2189735539,3652861865
NO,1604583565.2080917,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652861865,2189735540
NO,1604583565.2130582,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652861865,2189735540
NO,1604583565.220066,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652861865,2189735540
NO,1604583565.2250834,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652861865,2189735540
NO,1604583565.2310886,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53422,2189735540,3652862432
NO,1604583565.2380571,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53422,2189735540,3652862432
NO,1604583565.243055,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53422,2189735797,3652862432
NO,1604583565.2490811,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652862432,2189736211
NO,1604583565.2540803,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652862432,2189736211
NO,1604583565.259086,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652862432,2189736211
NO,1604583565.2640908,TCP,IP,128,192.168.100.85,192.168.100.1,53422,49652,3652862432,2189736211
NO,1604583565.2690904,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069142,0
NO,1604583565.2740912,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069142,0
NO,1604583565.2790916,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53422,2189736211,3652862433
NO,1604583565.2840967,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53423,924891147,881069143
NO,1604583565.289093,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069143,924891148
NO,1604583565.2940915,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069143,924891148
NO,1604583565.2990932,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069143,924891148
NO,1604583565.3040915,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069143,924891148
NO,1604583565.3100905,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53423,924891148,881069731
NO,1604583565.3150926,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53423,924891148,881069731
NO,1604583565.3200915,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53423,924891405,881069731
NO,1604583565.3250911,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069731,924891747
NO,1604583565.3300908,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069731,924891747
NO,1604583565.3360908,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069731,924891747
NO,1604583565.3420548,TCP,IP,128,192.168.100.85,192.168.100.1,53423,49652,881069731,924891747
NO,1604583565.3500545,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793247931,0
NO,1604583565.3610554,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793247931,0
NO,1604583565.3690894,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53423,924891747,881069732
NO,1604583565.3740902,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53424,1392215882,793247932
NO,1604583565.3790905,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793247932,1392215883
NO,1604583565.384089,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793247932,1392215883
NO,1604583565.3900933,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793247932,1392215883
NO,1604583565.3950906,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793247932,1392215883
NO,1604583565.3990903,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53424,1392215883,793248499
NO,1604583565.4050891,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53424,1392215883,793248499
NO,1604583565.410089,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53424,1392216140,793248499
NO,1604583565.4150913,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793248499,1392216554
NO,1604583565.4200969,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793248499,1392216554
NO,1604583565.4250898,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793248499,1392216554
NO,1604583565.4300892,TCP,IP,128,192.168.100.85,192.168.100.1,53424,49652,793248499,1392216554
NO,1604583565.4350784,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880151,0
NO,1604583565.4400806,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880151,0
YES,1604583565.4450905,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402328098,2256832042
NO,1604583565.4520574,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53424,1392216554,793248500
NO,1604583565.4580536,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53424,1392216554,793248500
NO,1604583565.4630518,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53425,132944615,1202880152
NO,1604583565.4690533,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880152,132944616
NO,1604583565.474052,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880152,132944616
NO,1604583565.480053,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880152,132944616
NO,1604583565.4850519,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880152,132944616
NO,1604583565.4930756,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53425,132944616,1202880740
NO,1604583565.498052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53425,132944616,1202880740
NO,1604583565.5030518,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53425,132944873,1202880740
NO,1604583565.5080516,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880740,132945215
NO,1604583565.513052,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880740,132945215
NO,1604583565.5180519,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880740,132945215
NO,1604583565.523052,TCP,IP,128,192.168.100.85,192.168.100.1,53425,49652,1202880740,132945215
NO,1604583565.5280523,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074645575,0
NO,1604583565.533052,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074645575,0
NO,1604583565.5390582,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53425,132945215,1202880741
NO,1604583565.5440516,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53426,1586998942,1074645576
NO,1604583565.549052,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074645576,1586998943
NO,1604583565.5540519,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074645576,1586998943
NO,1604583565.5600526,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074645576,1586998943
NO,1604583565.5650518,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074645576,1586998943
NO,1604583565.571053,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53426,1586998943,1074646164
NO,1604583565.576052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53426,1586998943,1074646164
NO,1604583565.5820532,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53426,1586999200,1074646164
NO,1604583565.587052,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074646164,1586999542
NO,1604583565.5920517,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074646164,1586999542
NO,1604583565.5970519,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074646164,1586999542
NO,1604583565.6030533,TCP,IP,128,192.168.100.85,192.168.100.1,53426,49652,1074646164,1586999542
NO,1604583565.6080518,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727465832,0
NO,1604583565.613052,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727465832,0
NO,1604583565.6180518,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53426,1586999542,1074646165
NO,1604583565.6240523,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53427,118357276,3727465833
NO,1604583565.630052,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727465833,118357277
NO,1604583565.6350517,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727465833,118357277
NO,1604583565.6410527,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727465833,118357277
NO,1604583565.646052,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727465833,118357277
NO,1604583565.652052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53427,118357277,3727466543
NO,1604583565.6570523,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53427,118357277,3727466543
NO,1604583565.663052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53427,118357534,3727466543
NO,1604583565.6690536,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727466543,118358078
NO,1604583565.6740518,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727466543,118358078
NO,1604583565.679052,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727466543,118358078
NO,1604583565.68506,TCP,IP,128,192.168.100.85,192.168.100.1,53427,49652,3727466543,118358078
NO,1604583565.6910517,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53427,118358078,3727466544
YES,1604583565.696052,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402328098,2256832042
YES,1604583565.703091,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256832042,402328634
YES,1604583565.7090867,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256832042,402328634
NO,1604583565.7210875,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.7220874,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.7220874,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.7230878,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.72409,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.72409,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.7250936,TCP,IP,59,162.159.133.234,192.168.100.85,443,63060,4102996742,1090095706
NO,1604583565.7310889,UDP,-,-,-,-,443,50632,-,-
NO,1604583565.732088,TCP,IP,128,192.168.100.85,162.159.133.234,63060,443,1090095706,4102996800
NO,1604583565.7370903,TCP,IP,128,192.168.100.85,162.159.133.234,63060,443,1090095706,4102996800
NO,1604583565.7460887,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.7470868,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.7470868,UDP,-,-,-,-,443,50632,-,-
NO,1604583565.748088,UDP,-,-,-,-,443,50632,-,-
NO,1604583565.748088,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.748088,UDP,-,-,-,-,50632,443,-,-
YES,1604583565.7490873,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402328634,2256832578
YES,1604583565.7551084,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402328634,2256832578
YES,1604583565.7611082,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256832578,402329170
YES,1604583565.7671096,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256832578,402329170
NO,1604583565.7730913,UDP,-,-,-,-,443,50632,-,-
NO,1604583565.7730913,UDP,-,-,-,-,443,50632,-,-
NO,1604583565.774091,UDP,-,-,-,-,50632,443,-,-
NO,1604583565.774091,UDP,-,-,-,-,50632,443,-,-
YES,1604583565.7750845,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402329170,2256833114
YES,1604583565.7811174,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256833114,402329170
YES,1604583565.7871053,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256833114,402329170
YES,1604583565.7941217,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402329170,2256833114
YES,1604583565.8001134,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256833650,402329706
YES,1604583565.8061109,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256833650,402329706
YES,1604583565.8120902,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402329706,2256833650
YES,1604583565.8171134,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256833650,402329706
YES,1604583565.824114,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256833650,402329706
NO,1604583565.830111,TCP,IP,128,192.168.100.85,13.67.9.5,53386,443,2096869996,3887255142
NO,1604583565.836095,TCP,IP,128,192.168.100.85,13.67.9.5,53386,443,2096869996,3887255142
NO,1604583565.8421113,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.8421113,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.8431118,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.8431118,UDP,-,-,-,-,44115,9993,-,-
NO,1604583565.8431118,TCP,IP,112,13.67.9.5,192.168.100.85,443,53386,3887255142,2096869997
NO,1604583565.8482254,TCP,IP,128,192.168.100.85,13.67.9.5,53386,443,2096869997,3887255143
NO,1604583565.8542197,TCP,IP,128,192.168.100.85,13.67.9.5,53386,443,2096869997,3887255143
YES,1604583565.8592322,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402329706,2256834186
NO,1604583565.864212,TCP,IP,59,162.159.133.234,192.168.100.85,443,63060,4102996800,1090095706
NO,1604583565.8702314,TCP,IP,128,192.168.100.85,162.159.133.234,63060,443,1090095706,4102996954
NO,1604583565.875233,TCP,IP,128,192.168.100.85,162.159.133.234,63060,443,1090095706,4102996954
YES,1604583565.8802328,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256834186,402329706
YES,1604583565.8872113,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256834186,402329706
YES,1604583565.8932376,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402329706,2256834186
YES,1604583565.8992302,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256834722,402330242
YES,1604583565.9042227,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256834722,402330242
YES,1604583565.9092329,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402330242,2256834722
YES,1604583565.9152157,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256834722,402330242
YES,1604583565.9222333,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256834722,402330242
YES,1604583565.9292352,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402330242,2256834722
YES,1604583565.9371955,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256835258,402330778
YES,1604583565.9452224,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256835258,402330778
YES,1604583565.953233,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402330778,2256835258
YES,1604583565.9601762,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256835258,402330778
YES,1604583565.9681926,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256835258,402330778
YES,1604583565.9742308,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402330778,2256835258
YES,1604583565.9822118,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256835794,402331314
YES,1604583565.9891787,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837206,402331314
YES,1604583565.9992054,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256835794,402331314
YES,1604583566.0071766,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837206,402331314
YES,1604583566.0152123,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402331314,2256835794
NO,1604583566.0202138,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0212135,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0212135,UDP,-,-,-,-,44115,9993,-,-
NO,1604583566.0222116,UDP,-,-,-,-,44115,9993,-,-
NO,1604583566.0222116,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.0232143,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.0232143,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0232143,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0242074,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0242074,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0252454,UDP,-,-,-,-,44115,9993,-,-
NO,1604583566.0252454,UDP,-,-,-,-,44115,9993,-,-
NO,1604583566.026216,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.026216,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.026216,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0282226,UDP,-,-,-,-,9993,9993,-,-
NO,1604583566.0292232,UDP,-,-,-,-,44115,9993,-,-
NO,1604583566.0292232,UDP,-,-,-,-,44115,9993,-,-
NO,1604583566.0302205,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.0302205,UDP,-,-,-,-,44116,9993,-,-
YES,1604583566.0312119,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402331314,2256835794
YES,1604583566.0381799,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402332726
YES,1604583566.044181,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402332726
YES,1604583566.0502532,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402332726,2256835794
YES,1604583566.0562568,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402334138
YES,1604583566.0612562,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402334138
YES,1604583566.0672789,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402334138,2256837206
NO,1604583566.0742555,UDP,-,-,-,-,9993,44115,-,-
YES,1604583566.0742555,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402334934
YES,1604583566.0802636,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402334934
YES,1604583566.0863109,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402334934,2256837380
NO,1604583566.0922556,TCP,IP,59,162.159.133.234,192.168.100.85,443,63060,4102996954,1090095706
NO,1604583566.0982556,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.0992584,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.0992584,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.1002553,UDP,-,-,-,-,44116,9993,-,-
NO,1604583566.1002553,TCP,IP,128,192.168.100.85,162.159.133.234,63060,443,1090095706,4102997043
NO,1604583566.1072564,TCP,IP,128,192.168.100.85,162.159.133.234,63060,443,1090095706,4102997043
NO,1604583566.1122582,UDP,-,-,-,-,9993,44116,-,-
YES,1604583566.1132557,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402334934,2256837380
YES,1604583566.1202788,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402336346
YES,1604583566.1272595,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837380,402336346
YES,1604583566.1362684,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402336346,2256837380
NO,1604583566.1442366,UDP,-,-,-,-,9993,44116,-,-
YES,1604583566.1452389,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837916,402336520
YES,1604583566.1562226,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837916,402336520
NO,1604583566.1642492,UDP,-,-,-,-,9993,9993,-,-
YES,1604583566.1662266,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402336520,2256837380
YES,1604583566.1782267,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837916,402337932
YES,1604583566.1942198,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256837916,402337932
YES,1604583566.2162232,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402337932,2256837916
YES,1604583566.225221,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402337932,2256837916
YES,1604583566.236249,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256838988,402339344
YES,1604583566.2512205,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256838988,402339344
YES,1604583566.2612393,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402339344,2256837916
YES,1604583566.269257,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256838988,402340676
YES,1604583566.2782338,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256838988,402340676
YES,1604583566.2852187,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256838988,402340676
YES,1604583566.298219,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256840400,402340676
YES,1604583566.3062203,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256838988,402340676
YES,1604583566.3152208,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256840400,402340676
YES,1604583566.3232324,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402340676,2256838988
YES,1604583566.3302221,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402340676,2256838988
YES,1604583566.338311,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256840596,402341212
YES,1604583566.3432581,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256840596,402341212
YES,1604583566.3492563,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402341212,2256840400
YES,1604583566.355257,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256840596,402341212
YES,1604583566.3622243,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256840596,402341212
YES,1604583566.368277,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402341212,2256840596
YES,1604583566.375258,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402341212,2256840596
YES,1604583566.381255,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256841646,402342284
YES,1604583566.3882647,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256841646,402342284
YES,1604583566.3942556,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402342284,2256841646
YES,1604583566.400258,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256842182,402342284
YES,1604583566.4062543,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256842182,402342284
NO,1604583566.4122548,UDP,-,-,-,-,137,137,-,-
NO,1604583566.4122548,UDP,-,-,-,-,137,137,-,-
YES,1604583566.4132533,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402342284,2256842182
YES,1604583566.4202907,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256842718,402343334
YES,1604583566.4252532,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256842718,402343334
YES,1604583566.4322746,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402343334,2256842718
YES,1604583566.439278,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256842718,402344746
YES,1604583566.4442823,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256842718,402344746
