Suspicious,Timestamp,Transport_Protocol,Network_Protocol,TTL,SrcAddr,DestAddr,SrcPort,DestPort,SeqNum,AckNum
NO,1604583563.032875,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53402,3423025491,3489390374
NO,1604583563.0478766,TCP,IP,128,192.168.100.85,192.168.100.1,53402,49652,3489390374,3423026951
NO,1604583563.060881,TCP,IP,128,192.168.100.85,192.168.100.1,53402,49652,3489390374,3423026951
NO,1604583563.0748813,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53402,3423026951,3489390374
NO,1604583563.0888884,TCP,IP,128,192.168.100.85,192.168.100.1,53402,49652,3489390374,3423028206
NO,1604583563.0978994,TCP,IP,128,192.168.100.85,192.168.100.1,53402,49652,3489390374,3423028206
NO,1604583563.1088922,TCP,IP,128,192.168.100.85,192.168.100.1,53402,49652,3489390374,3423028206
NO,1604583563.1158745,TCP,IP,128,192.168.100.85,192.168.100.1,53402,49652,3489390374,3423028206
NO,1604583563.1238763,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150252,0
NO,1604583563.1338878,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150252,0
NO,1604583563.141872,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53402,3423028206,3489390375
NO,1604583563.1498752,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53403,2758856656,2833150253
NO,1604583563.1578755,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150253,2758856657
NO,1604583563.1658852,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150253,2758856657
NO,1604583563.173885,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150253,2758856657
NO,1604583563.1818857,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150253,2758856657
NO,1604583563.1908944,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53403,2758856657,2833150378
NO,1604583563.2018785,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53403,2758856657,2833150378
NO,1604583563.2119057,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53403,2758856901,2833150378
NO,1604583563.2249048,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53403,2758858361,2833150378
NO,1604583563.2448814,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150378,2758859616
NO,1604583563.2564414,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150378,2758859616
NO,1604583563.268436,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150378,2758859616
NO,1604583563.2824354,TCP,IP,128,192.168.100.85,192.168.100.1,53403,49652,2833150378,2758859616
NO,1604583563.2924376,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847073,0
NO,1604583563.302441,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847073,0
NO,1604583563.3174405,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53403,2758859616,2833150379
NO,1604583563.3304508,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53404,4122458964,248847074
NO,1604583563.3404355,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847074,4122458965
NO,1604583563.3544412,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847074,4122458965
NO,1604583563.3634357,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847074,4122458965
NO,1604583563.375434,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847074,4122458965
NO,1604583563.386435,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53404,4122458965,248847199
NO,1604583563.400434,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53404,4122458965,248847199
NO,1604583563.4144356,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53404,4122459209,248847199
NO,1604583563.429436,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53404,4122460669,248847199
NO,1604583563.4424329,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847199,4122461924
NO,1604583563.4554346,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847199,4122461924
NO,1604583563.4684362,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847199,4122461924
NO,1604583563.4784617,TCP,IP,128,192.168.100.85,192.168.100.1,53404,49652,248847199,4122461924
NO,1604583563.4854345,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170135,0
NO,1604583563.4944441,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170135,0
NO,1604583563.5024347,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53404,4122461924,248847200
NO,1604583563.5104501,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53405,2127980067,1054170136
NO,1604583563.5194345,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170136,2127980068
NO,1604583563.526436,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170136,2127980068
NO,1604583563.5344334,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170136,2127980068
NO,1604583563.541434,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170136,2127980068
NO,1604583563.5494325,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53405,2127980068,1054170261
NO,1604583563.5604324,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53405,2127980068,1054170261
NO,1604583563.5714352,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53405,2127980312,1054170261
NO,1604583563.5794327,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53405,2127981772,1054170261
NO,1604583563.586436,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170261,2127983027
NO,1604583563.592434,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170261,2127983027
NO,1604583563.5994363,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170261,2127983027
NO,1604583563.6054337,TCP,IP,128,192.168.100.85,192.168.100.1,53405,49652,1054170261,2127983027
NO,1604583563.6124363,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925208,0
NO,1604583563.6194332,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925208,0
YES,1604583563.63644,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402327026,2256830970
NO,1604583563.6474357,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53405,2127983027,1054170262
NO,1604583563.6564407,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53406,3158976371,1607925209
NO,1604583563.6684365,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925209,3158976372
NO,1604583563.6784434,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925209,3158976372
NO,1604583563.687436,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925209,3158976372
NO,1604583563.6984406,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925209,3158976372
YES,1604583563.7094367,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256830970,402327562
YES,1604583563.7214437,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256830970,402327562
NO,1604583563.7354355,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53406,3158976372,1607925776
NO,1604583563.7454376,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53406,3158976372,1607925776
NO,1604583563.7704396,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53406,3158976629,1607925776
NO,1604583563.7844398,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925776,3158977043
NO,1604583563.7954397,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925776,3158977043
NO,1604583563.8044357,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925776,3158977043
NO,1604583563.816437,TCP,IP,128,192.168.100.85,192.168.100.1,53406,49652,1607925776,3158977043
NO,1604583563.8294356,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182196527,0
NO,1604583563.8364341,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182196527,0
NO,1604583563.8434324,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53406,3158977043,1607925777
NO,1604583563.8504343,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53407,1194556987,4182196528
NO,1604583563.8564339,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182196528,1194556988
NO,1604583563.8644354,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182196528,1194556988
NO,1604583563.8724375,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182196528,1194556988
NO,1604583563.880435,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182196528,1194556988
NO,1604583563.8894327,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53407,1194556988,4182197116
NO,1604583563.896449,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53407,1194556988,4182197116
NO,1604583563.9024324,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53407,1194557245,4182197116
NO,1604583563.9094317,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182197116,1194557587
NO,1604583563.9154346,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182197116,1194557587
NO,1604583563.9214313,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182197116,1194557587
NO,1604583563.9264307,TCP,IP,128,192.168.100.85,192.168.100.1,53407,49652,4182197116,1194557587
NO,1604583563.9324305,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948226,0
NO,1604583563.9374473,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948226,0
NO,1604583563.9424307,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53407,1194557587,4182197117
NO,1604583563.9485085,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53408,2417410510,2818948227
NO,1604583563.9535072,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948227,2417410511
NO,1604583563.9585075,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948227,2417410511
NO,1604583563.96551,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948227,2417410511
NO,1604583563.970507,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948227,2417410511
NO,1604583563.9774802,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53408,2417410511,2818948794
NO,1604583563.9854987,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53408,2417410511,2818948794
NO,1604583563.9924757,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53408,2417410768,2818948794
NO,1604583563.998504,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948794,2417411182
NO,1604583564.0045073,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948794,2417411182
NO,1604583564.0115101,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948794,2417411182
NO,1604583564.015511,TCP,IP,128,192.168.100.85,192.168.100.1,53408,49652,2818948794,2417411182
NO,1604583564.0215104,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484052,0
NO,1604583564.0275297,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484052,0
NO,1604583564.0335114,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53408,2417411182,2818948795
NO,1604583564.0395098,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53408,2417411182,2818948795
NO,1604583564.0435102,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53409,2864491573,3501484053
NO,1604583564.0495682,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484053,2864491574
NO,1604583564.054565,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484053,2864491574
NO,1604583564.060569,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484053,2864491574
NO,1604583564.0655704,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484053,2864491574
NO,1604583564.072557,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53409,2864491574,3501484641
NO,1604583564.077571,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53409,2864491574,3501484641
NO,1604583564.0835698,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53409,2864491831,3501484641
NO,1604583564.0885744,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484641,2864492173
NO,1604583564.0945723,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484641,2864492173
NO,1604583564.0995688,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484641,2864492173
NO,1604583564.106573,TCP,IP,128,192.168.100.85,192.168.100.1,53409,49652,3501484641,2864492173
NO,1604583564.1115716,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606054,0
NO,1604583564.1175375,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606054,0
NO,1604583564.1235678,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53409,2864492173,3501484642
NO,1604583564.1295707,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53410,4192458205,3851606055
NO,1604583564.1355696,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606055,4192458206
NO,1604583564.1415722,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606055,4192458206
NO,1604583564.1475627,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606055,4192458206
NO,1604583564.1535766,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606055,4192458206
NO,1604583564.1595705,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53410,4192458206,3851606622
NO,1604583564.1655707,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53410,4192458206,3851606622
NO,1604583564.1715732,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53410,4192458463,3851606622
NO,1604583564.1775362,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606622,4192458877
NO,1604583564.1835587,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606622,4192458877
NO,1604583564.1895354,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606622,4192458877
NO,1604583564.1955705,TCP,IP,128,192.168.100.85,192.168.100.1,53410,49652,3851606622,4192458877
NO,1604583564.201572,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366127677,0
NO,1604583564.2075348,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366127677,0
NO,1604583564.21357,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53410,4192458877,3851606623
NO,1604583564.2195692,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53411,1510765615,2366127678
NO,1604583564.2245722,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366127678,1510765616
NO,1604583564.2315357,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366127678,1510765616
NO,1604583564.237534,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366127678,1510765616
NO,1604583564.244533,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366127678,1510765616
NO,1604583564.249533,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53411,1510765616,2366128266
NO,1604583564.254533,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53411,1510765616,2366128266
NO,1604583564.261533,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53411,1510765873,2366128266
NO,1604583564.2665331,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366128266,1510766215
NO,1604583564.271533,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366128266,1510766215
NO,1604583564.2775326,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366128266,1510766215
NO,1604583564.282533,TCP,IP,128,192.168.100.85,192.168.100.1,53411,49652,2366128266,1510766215
NO,1604583564.2885337,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553577676,0
NO,1604583564.293533,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553577676,0
NO,1604583564.2985332,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53411,1510766215,2366128267
NO,1604583564.303533,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53412,3345215905,1553577677
NO,1604583564.309533,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553577677,3345215906
NO,1604583564.3145332,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553577677,3345215906
NO,1604583564.320551,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553577677,3345215906
NO,1604583564.3265336,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553577677,3345215906
YES,1604583564.3315327,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402327562,2256831506
YES,1604583564.3395374,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256831506,402327562
YES,1604583564.3465362,TCP,IP,128,192.168.100.85,54.36.227.247,53393,443,2256831506,402327562
NO,1604583564.3585339,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53412,3345215906,1553578244
NO,1604583564.3645346,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53412,3345215906,1553578244
NO,1604583564.371538,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53412,3345216163,1553578244
NO,1604583564.3785427,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553578244,3345216577
NO,1604583564.3855503,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553578244,3345216577
NO,1604583564.390534,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553578244,3345216577
NO,1604583564.3965333,TCP,IP,128,192.168.100.85,192.168.100.1,53412,49652,1553578244,3345216577
NO,1604583564.4055338,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129279,0
NO,1604583564.415537,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129279,0
NO,1604583564.4225361,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53412,3345216577,1553578245
NO,1604583564.427535,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53413,2431386972,1260129280
NO,1604583564.4335349,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129280,2431386973
NO,1604583564.4385343,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129280,2431386973
NO,1604583564.4435344,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129280,2431386973
NO,1604583564.4545362,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129280,2431386973
NO,1604583564.4625356,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53413,2431386973,1260129868
NO,1604583564.4685373,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53413,2431386973,1260129868
NO,1604583564.4745364,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53413,2431387230,1260129868
NO,1604583564.4805365,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129868,2431387572
NO,1604583564.4885375,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129868,2431387572
NO,1604583564.4945362,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129868,2431387572
NO,1604583564.4995358,TCP,IP,128,192.168.100.85,192.168.100.1,53413,49652,1260129868,2431387572
NO,1604583564.504536,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748875632,0
NO,1604583564.5115356,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748875632,0
YES,1604583564.5165358,TCP,IP,43,54.36.227.247,192.168.100.85,443,53393,402327562,2256831506
NO,1604583564.5225377,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53413,2431387572,1260129869
NO,1604583564.5285373,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53414,1321170820,2748875633
NO,1604583564.5335681,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748875633,1321170821
NO,1604583564.5395703,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748875633,1321170821
NO,1604583564.5445702,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748875633,1321170821
NO,1604583564.5500124,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748875633,1321170821
NO,1604583564.5559766,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53414,1321170821,2748876200
NO,1604583564.56201,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53414,1321170821,2748876200
NO,1604583564.5690124,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53414,1321171078,2748876200
NO,1604583564.5750315,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748876200,1321171492
NO,1604583564.5809755,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748876200,1321171492
NO,1604583564.5869782,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748876200,1321171492
NO,1604583564.5939763,TCP,IP,128,192.168.100.85,192.168.100.1,53414,49652,2748876200,1321171492
NO,1604583564.600999,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341308,0
NO,1604583564.6100094,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341308,0
NO,1604583564.617994,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53414,1321171492,2748876201
NO,1604583564.6229768,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53415,2564860911,2978341309
NO,1604583564.628978,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341309,2564860912
NO,1604583564.6349783,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341309,2564860912
NO,1604583564.639976,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341309,2564860912
NO,1604583564.6459785,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341309,2564860912
NO,1604583564.6510317,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53415,2564860912,2978341897
NO,1604583564.6559873,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53415,2564860912,2978341897
NO,1604583564.6610422,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53415,2564861169,2978341897
NO,1604583564.6660407,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341897,2564861511
NO,1604583564.6710417,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341897,2564861511
NO,1604583564.6760468,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341897,2564861511
NO,1604583564.6809888,TCP,IP,128,192.168.100.85,192.168.100.1,53415,49652,2978341897,2564861511
NO,1604583564.6860213,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74588470,0
NO,1604583564.6910257,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74588470,0
NO,1604583564.6959882,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53415,2564861511,2978341898
NO,1604583564.7010233,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53416,2886071418,74588471
NO,1604583564.7050211,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74588471,2886071419
NO,1604583564.7100236,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74588471,2886071419
NO,1604583564.715012,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74588471,2886071419
NO,1604583564.721043,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74588471,2886071419
NO,1604583564.726043,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53416,2886071419,74589038
NO,1604583564.7310455,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53416,2886071419,74589038
NO,1604583564.738025,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53416,2886071676,74589038
NO,1604583564.743033,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74589038,2886072090
NO,1604583564.748095,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74589038,2886072090
NO,1604583564.7531023,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74589038,2886072090
NO,1604583564.7580416,TCP,IP,128,192.168.100.85,192.168.100.1,53416,49652,74589038,2886072090
NO,1604583564.7631004,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423335,0
NO,1604583564.7681,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423335,0
NO,1604583564.7740479,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53416,2886072090,74589039
NO,1604583564.7791004,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53417,2855699964,2696423336
NO,1604583564.7831023,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423336,2855699965
NO,1604583564.7880988,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423336,2855699965
NO,1604583564.7940402,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423336,2855699965
NO,1604583564.7990403,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423336,2855699965
NO,1604583564.8040402,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53417,2855699965,2696423924
NO,1604583564.8090403,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53417,2855699965,2696423924
NO,1604583564.8140404,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53417,2855700222,2696423924
NO,1604583564.8190405,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423924,2855700564
NO,1604583564.8250403,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423924,2855700564
NO,1604583564.8300402,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423924,2855700564
NO,1604583564.8350403,TCP,IP,128,192.168.100.85,192.168.100.1,53417,49652,2696423924,2855700564
NO,1604583564.8410437,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494217,0
NO,1604583564.8460453,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494217,0
NO,1604583564.8510568,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53417,2855700564,2696423925
NO,1604583564.8560572,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53418,3520688318,3852494218
NO,1604583564.8610568,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494218,3520688319
NO,1604583564.8660564,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494218,3520688319
NO,1604583564.8710551,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494218,3520688319
NO,1604583564.876055,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494218,3520688319
NO,1604583564.8820553,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53418,3520688319,3852494785
NO,1604583564.887052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53418,3520688319,3852494785
NO,1604583564.8930535,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53418,3520688576,3852494785
NO,1604583564.8990521,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494785,3520688990
NO,1604583564.904052,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494785,3520688990
NO,1604583564.9090521,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494785,3520688990
NO,1604583564.915053,TCP,IP,128,192.168.100.85,192.168.100.1,53418,49652,3852494785,3520688990
NO,1604583564.920052,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617382,0
NO,1604583564.925052,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617382,0
NO,1604583564.9310524,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53418,3520688990,3852494786
NO,1604583564.936052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53418,3520688990,3852494786
NO,1604583564.941052,TCP,IP,64,192.168.100.1,192.168.100.85,49652,53419,3046171448,1351617383
NO,1604583564.947052,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617383,3046171449
NO,1604583564.9520519,TCP,IP,128,192.168.100.85,192.168.100.1,53419,49652,1351617383,3046171449
